z,lon,lat,station,state,county,name,network,present,missing,9/1/2021,flag,time,9/2/2021,flag,time,Notes
1.39,-74.899979,39.799859,NJ-BT-58,NJ,Burlington,Evesham Twp 4.2 S,coco,2,0,0.001,T,6,1.39,,6,
2.81,-74.75,40.0778,NJWxNet_Mansfield,NJ,Burlington,Mansfield,Mesonet,2,0,2.8,,56,0.01,,56,
2.98,-74.743809,40.068133,NJ-BT-80,NJ,Burlington,Mansfield Twp 1.9 SW,coco,2,0,0.02,,7,2.96,,7,
2.08,-74.5833,40.0167,PNS_5,NJ,Burlington,McGuire AFB,AWOS RAIN_24 9/02/2021 0100 PM,1,0,2.08,,1,,,,
1.65,-74.8169999,39.8572,NJ-BT-28,NJ,Burlington,Medford Lakes 0.6 W,coco,2,0,0.1,,8,1.55,,9,
1.51,-74.82706,39.87279,NJ-BT-82,NJ,Burlington,Medford Twp 0.6 NNW,coco,2,0,0.001,T,7,1.51,,8,
1.71,-74.808313,39.83149,NJ-BT-5,NJ,Burlington,Medford Twp 2.4 SSE,coco,2,0,0.05,,8,1.66,,8,
2.89,-74.8957,39.98329,NJWxNet_Moorestown,NJ,Burlington,Moorestown,Mesonet,2,0,2.89,,57,0,,57,
2.3,-74.934302,39.971632,NJ-BT-6,NJ,Burlington,Moorestown Twp 0.6 SE,coco,2,0,0.49,,8,1.81,,8,
2.26,-74.862998,39.944103,NJ-BT-86,NJ,Burlington,Mount Laurel Twp 2.2 E,coco,2,0,0.32,,8,1.94,,7,
2.73,-74.864779,39.968377,NJ-BT-4,NJ,Burlington,Mount Laurel Twp 2.5 ENE,coco,2,0,0.001,T,7,2.73,,7,
2.03,-74.6278,39.9561,PNS_20,NJ,Burlington,New Lisbon,HADS RAIN_24 9/02/2021 1100 AM,1,0,2.03,,11,,,,
2.58,-74.81753,40.01369,286964,NJ,Burlington,PHILADELPHIA/MT. HOLLY WFO,coop,2,0,0.09, ,6,2.49, ,6,
2.04,-74.7383,39.88226,NJWxNet_Red Lion,NJ,Burlington,Red Lion,SafetyNet,2,0,1.97,,69,0.07,,69,
4,-74.9580994,40.0272038,NJ-BT-85,NJ,Burlington,Riverside Twp 0.6 S,coco,2,0,X,X,X,4,,7,
3.33,-75.01728,40.007334,NJ-BT-71,NJ,Burlington,Riverton 0.3 SSW,coco,2,0,0.04,,7,3.29,,7,
2.59,-74.77362,40.11712,281211,NJ,Burlington,ROEBLING,coop,2,0,0.27, ,8,2.32, ,8,
1.66,-74.6,39.91,NJWxNet_Silas Little,NJ,Burlington,Silas Little,USFS,2,0,1.3,,75,0.36,,75,
1.92,-74.84083,39.94075,KVAY,NJ,Burlington,SOUTH JERSEY REGIONAL AIRPORT,asos,1,1,1.77, ,24,0.15,,,
2.29,-74.6972,39.8968,NJ-BT-68,NJ,Burlington,Southampton Twp 1.6 SE,coco,2,0,0.02,,7,2.27,,7,
1.97,-74.7467,39.8378,NJ-BT-32,NJ,Burlington,Tabernacle Twp 5.0 WNW,coco,1,1,X,X,X,1.97,,9,ok
0.73,-74.59344,39.616674,NJ-BT-73,NJ,Burlington,Washington Twp 4.8 SSW,coco,1,1,X,X,X,0.73,,7,ok
1.69,-74.5383,39.821,NJ-BT-25,NJ,Burlington,Woodland Twp 1.8 SW,coco,2,0,0,,7,1.69,,7,
2.44,-74.8647,39.6846,PNS_44,NJ,Camden,Ancora Hospital,RAWS RAIN_24 9/02/2021 0110 PM,1,0,2.42,,1,,,,
2.79,-75.0257,39.9098,NJWxNet_Cherry Hill,NJ,Camden,Cherry Hill,Mesonet,2,0,2.79,,30,0,,30,
2.91,-75.07445,39.8803,NJ-CN-31,NJ,Camden,Haddon Heights 0.5 W,coco,2,0,0.71,,8,2.2,,,
3.2,-75.090167,39.883927,NJ-CN-24,NJ,Camden,Mount Ephraim 0.2 NNE,coco,2,0,0.6,,8,2.6,,6,
3.49,-75.0391,39.9851,NJWxNet_Pennsauken,NJ,Camden,Pennsauken,Mesonet,2,0,3.49,,63,0,,63,
3.18,-75.02186,39.96617,286864,NJ,Camden,PENNSAUKEN 1N,coop,2,0,0.21, ,6,2.97, ,6,
3.4,-75.03701,39.96157,NJ-CN-27,NJ,Camden,Pennsauken Twp 1.1 ESE,coco,1,1,X,X,X,3.4,,6,ok
1.27,-74.9785,39.7638,NJWxNet_Sicklerville,NJ,Camden,Sicklerville,Mesonet,2,0,1.22,,74,0.05,,74,
2.06,-75.04462,39.83671,288173,NJ,Camden,SOMERDALE 4 SW,coop,2,0,0.24, ,6,1.82,,,
1.5,-74.96793,39.71095,NJ-CN-5,NJ,Camden,Winslow Twp 3.5 W,coco,2,0,0.001,T,7,1.5,,7,
2.23,-74.864721,39.625926,NJ-CN-26,NJ,Camden,Winslow Twp 5.7 SSE,coco,2,0,0.01,,7,2.22,,7,
0.4,-74.7873,39.1246,NJWxNet_Cape May Court House,NJ,Cape May,Cape May Court House,Mesonet,2,0,0.38,,27,0.02,,27,
0.84,-74.82629769,39.16609481,NJ-CM-30,NJ,Cape May,Dennis Twp 2.5 S,coco,2,0,0.01,,7,0.83,,7,
0.98,-74.8923,39.2039,NJWxNet_Dennis Twp.,NJ,Cape May,Dennis Twp.,Mesonet,2,0,0.97,,33,0.01,,33,
0.39,-74.88671,38.98648,NJ-CM-57,NJ,Cape May,Lower Twp 1.2 ENE,coco,1,1,X,X,X,0.39,,6,ok
0.41,-74.8856,38.9863,NJ-CM-43,NJ,Cape May,Lower Twp 1.3 ENE,coco,1,1,X,X,X,0.41,,7,ok
0.47,-74.894675,39.001129,NJ-CM-44,NJ,Cape May,Lower Twp 1.5 NNE,coco,2,0,0.001,T,8,0.47,,8,
0.8,-74.953975,38.980722,NJ-CM-40,NJ,Cape May,Lower Twp 2.4 W,coco,2,0,0,,7,0.8,,7,
0.47,-74.828384,39.095589,NJ-CM-45,NJ,Cape May,Middle Twp 0.8 NNE,coco,1,1,X,X,X,0.47,,7,ok
0.5,-74.8538074,39.1431478,NJ-CM-34,NJ,Cape May,Middle Twp 4.2 NNW,coco,2,0,0,,7,0.5,,8,
0.21,-74.619766,39.251715,NJ-CM-38,NJ,Cape May,Ocean City 1.6 SW,coco,2,0,0.01,,7,0.2,,7,
0.28,-74.710223,39.132653,NJ-CM-11,NJ,Cape May,Sea Isle City 1.4 SSW,coco,2,0,0,,8,0.28,,8,
0.31,-74.765686,39.04998,NJ-CM-41,NJ,Cape May,Stone Harbor 0.5 NNE,coco,2,0,0,,8,0.31,,7,
0.51,-74.9441,38.9422,NJWxNet_West Cape May,NJ,Cape May,West Cape May,Mesonet,2,0,0.48,,85,0.03,,85,
0.16,-74.83976,38.9716809,NJ-CM-17,NJ,Cape May,Wildwood Crest 0.1 WSW,coco,2,0,0,,8,0.16,,7,
0.45,-74.83228,38.984811,NJ-CM-53,NJ,Cape May,Wildwood Crest 0.9 NNE,coco,2,0,0,,8,0.45,,8,
0.9,-74.7959,39.2202,NJWxNet_Woodbine,NJ,Cape May,Woodbine,Mesonet,2,0,0.87,,88,0.03,,88,
0.77,-74.82042,39.23601,NJ-CM-46,NJ,Cape May,Woodbine 0.8 NW,coco,2,0,0.02,,7,0.75,,7,
0.83,-74.803892,39.229998,,NJ,CapeMay,Woodbine RAWS,RAWS,,,,,,,,,
1.71,-75.099143,39.46606417,NJ-CD-18,NJ,Cumberland,Deerfield Twp 2.0 E,coco,2,0,0,,7,1.71,,7,
1.26,-75.185037,39.426202,NJ-CD-8,NJ,Cumberland,Fairfield Twp 4.9 NE,coco,2,0,0,,8,1.26,,8,
1.32,-75.177,39.24253,NJWxNet_Fortescue,NJ,Cumberland,Fortescue,Mesonet,2,0,1.32,,36,0,,36,
0.48,-75.3823,39.44188,NJWxNet_Greenwich,NJ,Cumberland,Greenwich,Mesonet,2,0,0.43,,37,0.05,,37,
0.72,-74.926626,39.228337,NJ-CD-17,NJ,Cumberland,Maurice River Twp 5.3 S,coco,2,0,0,,19,0.72,,,
1.22,-75.137619,39.421165,NJ-CD-14,NJ,Cumberland,Millville 4.9 WNW,coco,2,0,0,,9,1.22,,9,
1.25,-75.0778,39.36623,KMIV,NJ,Cumberland,MILLVILLE MUNICIPAL AIRPORT,asos,1,1,1.25, ,24,0,,,
1.26,-75.2009,39.5243,NJWxNet_Upper Deerfield,NJ,Cumberland,Upper Deerfield,Mesonet,2,0,1.26,,79,0,,79,
1.07,-75.213267,39.503709,NJ-CD-20,NJ,Cumberland,Upper Deerfield Twp 0.7 NNE,coco,2,0,0.001,T,8,1.07,,8,
1.02,-75.238314,39.475532,NJ-CD-1,NJ,Cumberland,Upper Deerfield Twp 1.7 SW,coco,2,0,0,,8,1.02,,8,
0.93,-75.1802979,39.4908829,NJ-CD-10,NJ,Cumberland,Upper Deerfield Twp 1.9 E,coco,2,0,0,,7,0.93,,7,
1.7,-75.0678,39.46031,NJWxNet_Vineland,NJ,Cumberland,Vineland,Mesonet,2,0,1.7,,81,0,,81,
1.6,-75.051842,39.480839,NJ-CD-19,NJ,Cumberland,Vineland 3.1 WNW,coco,2,0,0.001,T,9,1.6,,9,
6.64,-74.2858,40.8314,PNS_53,NJ,Essex,0.6 SW Caldwell,IFLOWS RAIN_24 9/02/2021 0545 AM,1,0,6.64,,5,,,,
6.2,-74.28306,40.87639,KCDW,NJ,Essex,CALDWELL ESSEX COUNTY AP,asos,2,0,6.17, ,24,0.03, ,24,
6.49,-74.309464,40.810078,NJ-ES-41,NJ,Essex,Livingston Twp 2.0 NNE,coco,2,0,0.25,,10,6.24,,7,
8.39,-74.259542,40.724466,NJ-ES-18,NJ,Essex,Maplewood Twp 0.9 SE,coco,2,0,0.13,,8,8.26,,8,
7.54,-74.208967,40.835343,NJ-ES-31,NJ,Essex,Montclair 0.7 N,coco,2,0,0.09,,6,7.45,,8,
6,-74.2583,40.8326,NJ-ES-40,NJ,Essex,Verona Twp 0.8 W,coco,2,0,0.19,,9,5.81,,9,
7.1,-74.2775,40.8615,NJ-ES-19,NJ,Essex,West Caldwell Twp 1.3 NE,coco,2,0,0.2,,9,6.9,,9,
1.33,-75.069191,39.593611,NJ-GL-6,NJ,Gloucester,Franklin Twp 2.7 W,coco,2,0,0.001,T,7,1.33,,7,
#,-75.2177183,39.726638,NJ-GL-49,NJ,Gloucester,Harrison Twp 0.5 W,coco,1,1,1.25,,10,X,X,X,
2.23,-75.3656,39.80443,NJWxNet_Logan Twp.,NJ,Gloucester,Logan Twp.,Mesonet,2,0,2.23,,52,0,,52,
2.06,-74.9527,39.6394,NJ-GL-41,NJ,Gloucester,Monroe Twp 1.8 SE,coco,2,0,0,,8,2.06,,8,
2.11,-74.92,39.58,NJWxNet_Piney Hollow,NJ,Gloucester,Piney Hollow,Mesonet,2,0,2.08,,65,0.03,,65,
1.85,-75.133069,39.733175,NJ-GL-1,NJ,Gloucester,Pitman 0.1 W,coco,2,0,0.04,,7,1.81,,7,
#,-75.118857,39.736993,NJ-GL-33,NJ,Gloucester,Pitman 0.7 ENE,coco,1,1,X,X,X,1.94,,6,
2.05,-75.113885,39.748541,NJWxNet_Sewell,NJ,Gloucester,Sewell,Mesonet,2,0,2.04,,73,0.01,,73,
2.13,-75.2808,39.71236,NJWxNet_South Harrison,NJ,Gloucester,South Harrison,Mesonet,2,0,2.12,,76,0.01,,76,
2.11,-75.092523,39.773862,NJ-GL-12,NJ,Gloucester,Washington Twp 2.1 NNW,coco,2,0,0.06,,7,2.05,,7,
#,-75.1516,39.7889,NJ-GL-45,NJ,Gloucester,Wenonah 0.2 SW,coco,1,1,0.41,,9,X,X,X,
3.16,-75.1386,39.87774,NJWxNet_West Deptford,NJ,Gloucester,West Deptford,Mesonet,2,0,3.16,,87,0,,87,
8.72,-74.15176,40.748034,NJ-HD-1,NJ,Hudson,Harrison 0.3 N,coco,2,0,0.13,,7,8.59,,7,
6.81,-74.053,40.70877,NJWxNet_Jersey City,NJ,Hudson,Jersey City,Mesonet,2,0,6.66,,49,0.15,,49,
7.12,-74.140926,40.772892,NJ-HD-2,NJ,Hudson,Kearny 1.7 NW,coco,2,0,0,,12,7.12,,12,
7.7,-75.00803,40.65995,NJ-HN-7,NJ,Hunterdon,Bethlehem Twp 0.6 S,coco,2,0,0.29,,8,7.41,,9,
5.46,-74.843256,40.726083,NJ-HN-1,NJ,Hunterdon,Califon 0.6 NW,coco,2,0,0.31,,9,5.15,,8,
6.51,-74.88274,40.641802,NJ-HN-3,NJ,Hunterdon,Clinton 1.6 ENE,coco,2,0,0.3,,7,6.21,,7,
#,-74.915219,40.660942,NJ-HN-53,NJ,Hunterdon,Clinton 1.7 N,coco,1,1,0.3,,8,X,X,X,
5.41,-74.929518,40.669415,NJ-HN-47,NJ,Hunterdon,Clinton 2.4 NNW,coco,2,0,0.19,,7,5.22,,7,low?
8.93,-74.85488,40.50913,NJ-HN-15,NJ,Hunterdon,Flemington 0.3 E,coco,2,0,0.18,,7,8.75,,7,
8.84,-74.8305,40.4923,NJ-HN-48,NJ,Hunterdon,Flemington 1.9 SE,coco,2,0,0.07,,6,8.77,,6,
9.09,-74.815196,40.508304,NJ-HN-10,NJ,Hunterdon,Flemington 2.3 E,coco,2,0,0.19,,8,8.9,,8,
9.2,-74.80698,40.49844,NJ-HN-58,NJ,Hunterdon,Flemington 2.9 ESE,coco,2,0,0.2,,7,9,,7,
8.81,-74.7858,40.48576,NJ-HN-59,NJ,Hunterdon,Flemington 4.2 ESE,coco,2,0,0.22,,9,8.59,,9,
7.24,-74.88156,40.57401,283029,NJ,Hunterdon,FLEMINGTON 5 NNW,coop,2,0,0.27, ,6,6.97, ,6,
7.32,-74.944312,40.566331,NJ-HN-9,NJ,Hunterdon,Franklin Twp 0.4 W,coco,2,0,0.28,,8,7.04,,7,
6.84,-74.98819075,40.54854766,NJ-HN-62,NJ,Hunterdon,Franklin Twp 3.1 WSW,coco,2,0,0.23,,7,6.61,,7,
7.37,-75.0559,40.5342,NJ-HN-31,NJ,Hunterdon,Frenchtown 0.5 N,coco,2,0,0.27,,7,7.1,,7,
6.91,-75.0629309,40.4569904,NJ-HN-65,NJ,Hunterdon,Frenchtown 4.8 S,coco,2,0,0.16,,7,6.75,,7,
7.54,-75.104528,40.631683,NJ-HN-12,NJ,Hunterdon,Holland Twp 2.6 NNE,coco,2,0,0.23,,6,7.31,,6,
6.78,-74.9964,40.51987,NJWxNet_Kingwood,NJ,Hunterdon,Kingwood,SafetyNet,2,0,6.76,,50,0.02,,50,
8.44,-74.939004,40.361061,NJ-HN-42,NJ,Hunterdon,Lambertville 0.6 SSE,coco,2,0,0.2,,7,8.24,,,
#,-74.82966614,40.63975525,NJ-HN-35,NJ,Hunterdon,Lebanon 0.4 SE,coco,1,1,0.3,,10,X,X,X,
5.8,-74.824909,40.641803,NJ-HN-25,NJ,Hunterdon,Lebanon 0.5 E,coco,2,0,0.22,,6,5.58,,6,
5.66,-74.800786,40.646044,NJ-HN-67,NJ,Hunterdon,Lebanon 1.8 E,coco,2,0,0.24,,7,5.42,,7,
6.85,-74.838919,40.684138,NJ-HN-21,NJ,Hunterdon,Lebanon 2.8 N,coco,2,0,0.1,,7,6.75,,7,
6.05,-74.871037,40.606374,NJ-HN-19,NJ,Hunterdon,Lebanon 3.2 SW,coco,2,0,0.3,,7,5.75,,7,
7.05,-74.961,40.5612,NJWxNet_Pittstown,NJ,Hunterdon,Pittstown,Mesonet,2,0,7.02,,66,0.03,,66,
7.91,-74.874509,40.54053,NJ-HN-57,NJ,Hunterdon,Raritan Twp 2.4 N,coco,2,0,0.13,,7,7.78,,7,
6.7,-74.749,40.594,NJ-HN-11,NJ,Hunterdon,Readington Twp 1.8 ENE,coco,2,0,0.22,,7,6.48,,7,
7.75,-74.996931,40.45998,NJ-HN-52,NJ,Hunterdon,Stockton 3.8 NNW,coco,2,0,0.15,,7,7.6,,7,
6.79,-74.98278046,40.620224,NJ-HN-32,NJ,Hunterdon,Union Twp 1.2 SW,coco,2,0,0.23,,8,6.56,,8,
9.07,-74.77911,40.45201,289363,NJ,Hunterdon,WERTSVILLE 4 NE,coop,2,0,0.17, ,6,8.9, ,6,
4.79,-74.7733,40.2711,PNS_21,NJ,Mercer,1.3 E Ewing,HADS RAIN_24 9/02/2021 1230 PM,1,0,4.79,,12,,,,
3.95,-74.5593,40.2628,NJ-MC-38,NJ,Mercer,East Windsor Twp 1.6 W,coco,2,0,0.38,,7,3.57,,7,
5.29,-74.79258728,40.27775955,NJ-MC-29,NJ,Mercer,Ewing Twp 1.2 N,coco,2,0,0.14,,7,5.15,,8,
4.77,-74.77509,40.25189,NJ-MC-11,NJ,Mercer,Ewing Twp 1.6 SE,coco,2,0,0.07,,7,4.7,,7,
3.82,-74.6594,40.24547,NJWxNet_Hamilton,NJ,Mercer,Hamilton,Mesonet,2,0,3.79,,39,0.03,,39,
3.64,-74.64715362,40.22862638,NJ-MC-2,NJ,Mercer,Hamilton Twp 2.3 NE,coco,2,0,0.06,,7,3.58,,7,
3.5,-74.56417,40.26639,283951,NJ,Mercer,HIGHTSTOWN 2 W,coop,2,0,0.09, ,6,3.41, ,6,
8.43,-74.767333,40.384569,NJ-MC-46,NJ,Mercer,Hopewell 0.4 SSW,coco,2,0,0.16,,7,8.27,,7,
9.13,-74.834657,40.373523,NJ-MC-27,NJ,Mercer,Hopewell Twp 2.4 NW,coco,2,0,0.11,,6,9.02,,7,
4.19,-74.75798035,40.30461502,NJ-MC-30,NJ,Mercer,Hopewell Twp 3.9 SE,coco,2,0,0.12,,7,4.07,,7,
7.77,-74.877457,40.305539,NJ-MC-64,NJ,Mercer,Hopewell Twp 4.6 SW,coco,2,0,0.26,,10,7.51,,,
7.81,-74.7749,40.35242,NJWxNet_Hopewell Twp.,NJ,Mercer,Hopewell Twp.,Mesonet,2,0,7.79,,47,0.02,,47,
4.49,-74.729514,40.270706,NJ-MC-9,NJ,Mercer,Lawrence Twp 1.8 SSW,coco,2,0,0.1,,7,4.39,,8,
7.36,-74.781978,40.329517,NJ-MC-1,NJ,Mercer,Pennington 0.5 ENE,coco,2,0,0.21,,8,7.15,,8,
7.02,-74.780688,40.323963,NJ-MC-62,NJ,Mercer,Pennington 0.5 ESE,coco,2,0,0.16,,7,6.86,,6,
6.17,-74.7693,40.3083,NJ-MC-49,NJ,Mercer,Pennington 1.7 SE,coco,2,0,0.1,,8,6.07,,7,
4.86,-74.659508,40.333415,NJ-MC-57,NJ,Mercer,Princeton 1.7 SSE,coco,2,0,0.07,,6,4.79,,,
6.15,-74.6281,40.3634,NJ-MC-44,NJ,Mercer,Princeton 2.3 E,coco,2,0,0.17,,7,5.98,,7,
5.6,-74.81594,40.27679,KTTN,NJ,Mercer,TRENTON-MERCER AIRPORT,asos,2,0,5.6, ,24,0, ,24,
5.05,-74.63114,40.32654,NJ-MC-56,NJ,Mercer,West Windsor Twp 2.6 N,coco,2,0,0.09,,7,4.96,,7,
4.31,-74.3489,40.415,PNS_22,NJ,Middlesex,2.3 E Spotswood,HADS RAIN_24 9/02/2021 0115 PM,1,0,4.31,,1,,,,
4.54,-74.530687,40.333864,NJ-MD-103,NJ,Middlesex,Cranbury Twp 1.7 NNW,coco,2,0,0.07,,7,4.47,,7,
5.86,-74.4942,40.4072,PNS_46,NJ,Middlesex,Deans,RAWS RAIN_24 9/02/2021 0110 PM,1,0,5.86,,1,,,,
6.82,-74.3938,40.47332,NJWxNet_East Brunswick,NJ,Middlesex,East Brunswick,Mesonet,2,0,6.72,,34,0.1,,34,
5.76,-74.41266,40.43875,NJ-MD-78,NJ,Middlesex,East Brunswick Twp 0.8 NNE,coco,2,0,0.06,,6,5.7,,7,
7.6,-74.3669021,40.5628918,NJ-MD-38,NJ,Middlesex,Edison Twp 1.9 N,coco,2,0,0.1,,7,7.5,,7,
4.51,-74.42249,40.37876,NJ-MD-94,NJ,Middlesex,Helmetta 0.1 NE,coco,2,0,0.13,,6,4.38,,6,
7.94,-74.42978,40.50542,NJ-MD-86,NJ,Middlesex,Highland Park 0.4 N,coco,2,0,0.14,,7,7.8,,7,
8.08,-74.41942,40.50039,NJ-MD-74,NJ,Middlesex,Highland Park 0.5 E,coco,2,0,0.1,,7,7.98,,6,
4.66,-74.2549286,40.4056892,NJ-MD-60,NJ,Middlesex,Matawan 1.1 WSW,coco,2,0,0.1,,7,4.56,,7,
6.86,-74.35374,40.5419,NJ-MD-82,NJ,Middlesex,Metuchen 0.5 E,coco,2,0,0.11,,7,6.75,,7,
8.42,-74.4989,40.5752,NJ-MD-95,NJ,Middlesex,Middlesex 0.1 ENE,coco,2,0,0.14,,8,8.28,,8,
8.44,-74.4408766,40.4896492,NJ-MD-28,NJ,Middlesex,New Brunswick 0.3 NE,coco,2,0,0.14,,8,8.3,,8,
7.22,-74.41031,40.484742,NJ-MD-70,NJ,Middlesex,New Brunswick 1.8 E,coco,2,0,0.15,,7,7.07,,7,
#,-74.4076,40.4839,NJ-MD-97,NJ,Middlesex,New Brunswick 2.0 E,coco,1,1,X,X,X,7.71,,7,
7.18,-74.42259,40.47282,286055,NJ,Middlesex,NEW BRUNSWICK 3 SE,coop,2,0,0.16, ,7,7.02, ,7,
7.58,-74.508,40.447,NJ-MD-2,NJ,Middlesex,North Brunswick Twp 1.5 W,coco,2,0,0.14,,7,7.44,,7,
5.42,-74.241325,40.45623,NJ-MD-62,NJ,Middlesex,Old Bridge Twp 5.1 NE,coco,2,0,0.04,,7,5.38,,7,
4.5,-74.55375671,40.33196259,NJ-MD-69,NJ,Middlesex,Plainsboro Twp 1.8 ESE,coco,2,0,0.1,,7,4.4,,7,
5.66,-74.3046563,40.4710131,NJ-MD-93,NJ,Middlesex,Sayreville 0.9 ENE,coco,2,0,0.18,,12,5.48,,12,
5.24,-74.2781,40.4768,NJ-MD-98,NJ,Middlesex,South Amboy 0.7 S,coco,2,0,0.17,,9,5.07,,8,
#,-74.567,40.37005,NJ-MD-91,NJ,Middlesex,South Brunswick Twp 2.4 WSW,coco,1,1,X,X,X,5.87,,7,
5.86,-74.573,40.4099,NJ-MD-9,NJ,Middlesex,South Brunswick Twp 3.1 NW,coco,2,0,0.1,,7,5.76,,7,
6.01,-74.384371,40.443664,NJ-MD-63,NJ,Middlesex,South River 0.3 WSW,coco,2,0,0.05,,6,5.96,,7,
7.46,-74.274,40.5554,NJ-MD-43,NJ,Middlesex,Woodbridge Twp 1.1 ESE,coco,2,0,0.07,,7,7.39,,7,
7.65,-74.2846869,40.5759108,NJ-MD-45,NJ,Middlesex,Woodbridge Twp 1.1 NNE,coco,2,0,0.07,,6,7.58,,6,
1.31,-74.009319,40.201965,NJ-MN-94,NJ,Monmouth,Bradley Beach 0.2 E,coco,1,1,X,X,X,1.31,,6,ok
2.23,-74.19268,40.320403,NJ-MN-12,NJ,Monmouth,Colts Neck Twp 2.4 NW,coco,2,0,0.06,,9,2.17,,9,
2.72,-74.5256,40.1185,NJWxNet_Cream Ridge,NJ,Monmouth,Cream Ridge,Mesonet,2,0,2.51,,32,0.21,,32,
1.15,-74.040017,40.3034,NJ-MN-10,NJ,Monmouth,Eatontown 1.2 NE,coco,2,0,0.01,,7,1.14,,7,
2,-74.294144,40.216219,NJ-MN-99,NJ,Monmouth,Freehold 3.1 SSW,coco,1,1,X,X,X,2,,8,
2.04,-74.246611,40.211003,NJ-MN-98,NJ,Monmouth,Freehold 3.7 SSE,coco,1,1,X,X,X,2.04,,7,
1.91,-74.2955,40.2263,NJ-MN-76,NJ,Monmouth,Freehold Twp 0.3 NE,coco,2,0,0.02,,7,1.89,,7,
3.39,-74.25106,40.31358,283181,NJ,Monmouth,FREEHOLD-MARLBORO,coop,2,0,0.06, ,7,3.33, ,7,
3.45,-74.18,40.3776,NJWxNet_Holmdel,NJ,Monmouth,Holmdel,Mesonet,2,0,3.13,,46,0.32,,46,
1.18,-74.1958,40.1922,NJWxNet_Howell,NJ,Monmouth,Howell,Mesonet,2,0,0.82,,48,0.36,,48,
1.15,-74.24479,40.183799,NJ-MN-17,NJ,Monmouth,Howell Twp 2.5 W,coco,2,0,0.01,,7,1.14,,7,
1.16,-74.2145,40.1302,NJ-MN-64,NJ,Monmouth,Howell Twp 3.7 SSW,coco,2,0,0.01,,6,1.15,,6,
2.04,-74.00602722,40.27536774,NJ-MN-69,NJ,Monmouth,Long Branch 1.7 SSW,coco,2,0,0.01,,7,2.03,,7,
1.73,-74.00153,40.29696,284987,NJ,Monmouth,LONG BRANCH-OAKHURST,coop,2,0,0,T,5,1.73, ,5,
1.33,-74.0631637,40.1244891,NJ-MN-75,NJ,Monmouth,Manasquan 1.0 WNW,coco,2,0,0,,7,1.33,,7,
4.05,-74.12134,40.431269,NJ-MN-11,NJ,Monmouth,Middletown Twp 3.6 NW,coco,2,0,0.05,,8,4,,7,
2.14,-74.029831,40.242072,NJ-MN-5,NJ,Monmouth,Ocean Twp 0.8 SE,coco,2,0,0.001,T,8,2.14,,7,
1.74,-74.016,40.30593,NJWxNet_Oceanport,NJ,Monmouth,Oceanport,Mesonet,2,0,1.32,,60,0.42,,60,
1.35,-74.057205,40.351849,NJ-MN-81,NJ,Monmouth,Red Bank 0.6 ENE,coco,2,0,0.03,,7,1.32,,7,
1.51,-74.0327,40.1203,NJWxNet_Sea Girt,NJ,Monmouth,Sea Girt,Mesonet,2,0,0.98,,71,0.53,,71,
2.54,-74.519761,40.121713,NJ-MN-70,NJ,Monmouth,Upper Freehold Twp 2.3 S,coco,1,1,X,X,X,2.54,,9,
1.58,-74.052,40.18,NJ-MN-24,NJ,Monmouth,Wall Twp 2.5 ENE,coco,2,0,0.001,T,16,1.58,,16,
1.5,-74.072,40.1548,NJWxNet_Wall Twp.,NJ,Monmouth,Wall Twp.,Mesonet,2,0,1.01,,82,0.49,,82,
6.48,-74.5,40.7167,PNS_37,NJ,Morris,1.3 N Pleasant Plains,IFLOWS RAIN_24 9/02/2021 1245 PM,1,0,6.48,,12,,,,
5.28,-74.4153,40.7992,PNS_36,NJ,Morris,1.4 NW Florham Park,IFLOWS RAIN_24 9/02/2021 1245 PM,1,0,5.28,,12,,,,
4.64,-74.5167,40.8333,PNS_35,NJ,Morris,2.2 SW Denville,IFLOWS RAIN_24 9/02/2021 1245 PM,1,0,4.64,,12,,,,
5.47,-74.416369,40.900506,NJ-MS-78,NJ,Morris,Boonton 0.7 WSW,coco,2,0,0.15,,7,5.32,,7,
4.97,-74.39635,40.89174,280907,NJ,Morris,BOONTON 1 SE,coop,2,0,0.13, ,6,4.84, ,6,
6.53,-74.376616,40.74671,NJ-MS-102,NJ,Morris,Chatham 0.6 NE,coco,2,0,0.19,,7,6.34,,7,
6.96,-74.390791,40.748131,NJ-MS-40,NJ,Morris,Chatham 0.6 NW,coco,2,0,0.29,,7,6.67,,7,
5.47,-74.67375,40.78174,NJ-MS-60,NJ,Morris,Chester Twp 0.6 ENE,coco,2,0,0.26,,8,5.21,,7,
4.9,-74.48933,40.90077,NJ-MS-35,NJ,Morris,Denville Twp 0.8 N,coco,2,0,0.29,,8,4.61,,8,
4.76,-74.46311,40.88053,NJ-MS-71,NJ,Morris,Denville Twp 1.5 ESE,coco,2,0,0.18,,7,4.58,,7,
#,-74.50421,40.86796,NJ-MS-103,NJ,Morris,Denville Twp 1.6 SSW,coco,1,1,X,X,X,4.88,,6,
5.68,-74.54592,40.741654,NJ-MS-98,NJ,Morris,Harding Twp 2.4 W,coco,2,0,0.18,,7,5.5,,7,
4.22,-74.610596,40.987043,NJ-MS-113,NJ,Morris,Jefferson Twp 3.1 WSW,coco,2,0,0.34,,9,3.88,,7,
4.29,-74.621629,40.964044,NJ-MS-94,NJ,Morris,Jefferson Twp 4.4 SW,coco,2,0,0.23,,7,4.06,,6,
